po_number,date,supplier_name,product_name,size_variant,quantity,landing_cost,invoice_value
PO09458,2024-08-22,Local Supplier,Bajaj LED Bulb 9W,4 pcs,83,213.07,17684.81
PO09459,2024-08-22,Local Supplier,Anchor Switchboard,6 switch,23,302.47,6956.81
PO09460,2024-08-22,Local Supplier,Reynolds Pen,20 pcs,65,40.03,2601.95
PO09461,2024-08-22,Amul Cooperative Jaipur,Amul Cheese Slices,400g,57,148.26,8450.82
PO09462,2024-08-22,Local Supplier,Pepsodent Toothpaste,70g,49,137.72,6748.28
PO09463,2024-08-22,Local Supplier,Horlicks,1kg,43,217.41,9348.63
PO09464,2024-08-22,Local Supplier,Extension Board 4-pin,1.5m,42,208.47,8755.74
PO09465,2024-08-22,Local Supplier,Lizol Floor Cleaner,2L,37,22.97,849.89
PO09466,2024-08-22,Local Supplier,Bournvita,200g,32,90.22,2887.04
PO09467,2024-08-22,Local Supplier,Wheel Detergent Powder,1kg,40,81.28,3251.2
PO09468,2024-08-22,Local Supplier,Parachute Coconut Oil,500ml,32,167.3,5353.6
PO09469,2024-08-22,Local Supplier,Lux Soap,75g,22,128.93,2836.46
PO09470,2024-08-22,Britannia Jaipur Hub,Britannia Biscuits,100g,85,34.74,2952.9
PO09471,2024-08-22,Local Supplier,Tang Powder,100g,33,151.63,5003.79
PO09472,2024-08-22,Local Supplier,Lifebuoy Soap,250g,26,53.01,1378.26
PO09473,2024-08-27,Local Supplier,Saffola Gold Oil,1L,34,100.84,3428.56
PO09474,2024-08-27,Haldiram Distributors,Haldiram Namkeen,200g,93,40.01,3720.93
PO09475,2024-08-27,Local Supplier,Reynolds Pen,20 pcs,14,42.3,592.2
PO09476,2024-08-27,Local Supplier,Bournvita,200g,25,93.17,2329.25
PO09477,2024-08-27,Local Supplier,Pantene Shampoo,370ml,97,276.77,26846.69
PO09478,2024-08-27,Nestle C&F Jaipur,Nescafe Classic Coffee,200g,20,315.93,6318.6
PO09479,2024-08-27,Local Supplier,Pepsodent Toothpaste,300g,33,168.83,5571.39
PO09480,2024-08-27,Local Supplier,Wheel Detergent Powder,500g,29,72.83,2112.07
PO09481,2024-08-27,Local Supplier,Patanjali Kesh Kanti,200ml,65,206.82,13443.3
PO09482,2024-08-27,Local Supplier,Everest Sabji Masala,100g,80,253.02,20241.6
PO09483,2024-08-27,Local Supplier,Patanjali Kesh Kanti,450ml,29,317.11,9196.19
PO09484,2024-08-27,Local Supplier,Nivea Body Lotion,200ml,20,205.07,4101.4
PO09485,2024-08-27,Local Supplier,Dettol Handwash,200ml,79,134.65,10637.35
PO09486,2024-08-27,Local Supplier,Candle Pack,24 pcs,70,129.45,9061.5
PO09487,2024-08-27,Local Supplier,Godrej Hit Cockroach Spray,200ml,33,90.75,2994.75
PO09488,2024-08-27,Local Supplier,Godrej Hit Cockroach Spray,400ml,25,186.72,4668.0
PO09489,2024-08-27,Local Supplier,Odonil Air Freshener,75g,74,143.49,10618.26
PO09490,2024-08-27,Local Supplier,Good Knight Mosquito Coil,10 pcs,21,175.64,3688.44
PO09491,2024-08-27,Local Supplier,Tissue Box,200 sheets,37,245.36,9078.32
PO09492,2024-08-27,Local Supplier,Tata Salt,1kg,71,297.79,21143.09
PO09493,2024-08-27,ITC Regional Depot,Stapler Machine,Standard,13,50.7,659.1
PO09494,2024-08-27,Local Supplier,MDH Haldi Powder,100g,13,368.84,4794.92
PO09495,2024-08-27,Local Supplier,Colgate Toothpaste,100g,25,46.85,1171.25
PO09496,2024-08-27,Local Supplier,Colin Glass Cleaner,500ml,78,264.8,20654.4
PO09497,2024-08-27,Local Supplier,Scotch Brite Scrub,2 pc,78,169.69,13235.82
PO09498,2024-08-27,Local Supplier,Classmate Notebook,200 pages,39,34.3,1337.7
PO09499,2024-08-27,Local Supplier,A4 Paper Ream,500 sheets,28,83.77,2345.56
PO09500,2024-08-29,Dabur Tonk Depot,Real Fruit Juice,1L,93,72.87,6776.91
PO09501,2024-08-29,Local Supplier,Scotch Brite Scrub,3 pc,23,80.4,1849.2
PO09502,2024-08-29,ITC Regional Depot,Fevicol Glue,500ml,34,22.05,749.7
PO09503,2024-08-29,Local Supplier,Fair & Lovely Cream,25g,80,76.4,6112.0
PO09504,2024-08-29,Local Supplier,Yakult Probiotic,5 bottles,50,155.59,7779.5
PO09505,2024-08-29,Britannia Jaipur Hub,Britannia Cheese Spread,180g,71,164.28,11663.88
PO09506,2024-08-29,Amul Cooperative Jaipur,Amul Lassi,200ml,30,81.71,2451.3
PO09507,2024-08-29,Britannia Jaipur Hub,Bourbon Biscuits,80g,75,23.13,1734.75
PO09508,2024-08-29,Local Supplier,Veet Hair Removal Cream,25g,59,105.02,6196.18
PO09509,2024-08-29,Amul Cooperative Jaipur,Amul Ghee,1L,25,509.36,12734.0
PO09510,2024-08-29,Local Supplier,Parachute Coconut Oil,1L,61,215.11,13121.71
PO09511,2024-08-29,Local Supplier,Tang Powder,100g,98,149.88,14688.24
PO09512,2024-08-29,Local Supplier,Wheel Detergent Powder,500g,55,73.21,4026.55
PO09513,2024-08-29,Local Supplier,Pantene Shampoo,185ml,61,193.23,11787.03
PO09514,2024-08-29,Local Supplier,Anchor Switchboard,4 switch,29,328.04,9513.16
PO09515,2024-08-29,Local Supplier,Rupa Underwear,M,46,60.79,2796.34
PO09516,2024-08-29,Local Supplier,Scotch Brite Scrub,2 pc,88,170.39,14994.32
PO09517,2024-08-29,Local Supplier,Tata Tea Premium,500g,92,36.37,3346.04
PO09518,2024-08-29,ITC Regional Depot,Lays Chips,73g,89,83.59,7439.51
PO09519,2024-08-29,Local Supplier,Surf Excel Detergent,1kg,60,67.41,4044.6
PO09520,2024-08-29,Local Supplier,Horlicks,500g,27,205.62,5551.74
PO09521,2024-08-29,Local Supplier,Bournvita,1kg,23,168.87,3884.01
PO09522,2024-08-29,Local Supplier,Classmate Notebook,100 pages,22,45.29,996.38
PO09523,2024-08-29,Local Supplier,Horlicks,200g,48,134.18,6440.64
PO09524,2024-08-29,ITC Regional Depot,Kurkure,100g,73,43.06,3143.38
PO09525,2024-08-29,Local Supplier,MDH Garam Masala,50g,94,248.79,23386.26
PO09526,2024-08-29,Local Supplier,MDH Haldi Powder,100g,70,386.71,27069.7
PO09527,2024-08-29,Local Supplier,Good Knight Mosquito Coil,10 pcs,48,175.8,8438.4
PO09528,2024-08-29,Local Supplier,Candle Pack,12 pcs,57,174.74,9960.18
PO09529,2024-08-29,Local Supplier,Parachute Coconut Oil,200ml,97,292.87,28408.39
PO09530,2024-08-29,Local Supplier,Lizol Floor Cleaner,2L,10,23.16,231.6
PO09531,2024-08-29,Local Supplier,Jockey Vest,L,73,154.21,11257.33
PO09532,2024-08-29,Local Supplier,Extension Board 4-pin,3m,82,161.76,13264.32
PO09533,2024-08-29,Local Supplier,Good Knight Mosquito Coil,20 pcs,17,95.13,1617.21
PO09534,2024-08-29,Amul Cooperative Jaipur,Amul Butter,100g,63,375.93,23683.59
PO09535,2024-09-03,Local Supplier,Tang Powder,50g,64,237.19,15180.16
PO09536,2024-09-03,Local Supplier,Odonil Air Freshener,150g,50,228.8,11440.0
PO09537,2024-09-03,ITC Regional Depot,Fevicol Glue,50ml,18,21.19,381.42
PO09538,2024-09-03,Local Supplier,Tang Powder,500g,67,110.04,7372.68
PO09539,2024-09-03,Local Supplier,Dove Shampoo,200ml,84,309.46,25994.64
PO09540,2024-09-03,Local Supplier,A4 Paper Ream,500 sheets,73,81.26,5931.98
PO09541,2024-09-03,Local Supplier,MDH Haldi Powder,500g,42,195.47,8209.74
PO09542,2024-09-03,Local Supplier,Natraj Pencil Box,10 pcs,61,115.89,7069.29
PO09543,2024-09-03,Local Supplier,Bournvita,200g,16,92.21,1475.36
PO09544,2024-09-03,Local Supplier,Fair & Lovely Cream,50g,80,42.86,3428.8
PO09545,2024-09-03,Local Supplier,Vim Dish Wash,1L,80,116.58,9326.4
PO09546,2024-09-03,Britannia Jaipur Hub,Bourbon Biscuits,80g,77,23.41,1802.57
PO09547,2024-09-03,Amul Cooperative Jaipur,Amul Lassi,200ml,46,82.45,3792.7
PO09548,2024-09-03,Local Supplier,Clinic Plus Shampoo,350ml,49,162.76,7975.24
PO09549,2024-09-03,Local Supplier,Tang Powder,100g,27,152.11,4106.97
PO09550,2024-09-03,Local Supplier,MDH Red Chilli Powder,250g,17,126.36,2148.12
PO09551,2024-09-03,Local Supplier,Bournvita,1kg,88,173.25,15246.0
PO09552,2024-09-03,Local Supplier,Colgate Toothpaste,300g,75,173.08,12981.0
PO09553,2024-09-03,Local Supplier,VIP Socks,2 pairs,55,142.38,7830.9
PO09554,2024-09-03,Local Supplier,Rin Bar,400g,64,154.95,9916.8
PO09555,2024-09-03,Local Supplier,Lux Soap,75g,47,130.32,6125.04
PO09556,2024-09-03,Dabur Tonk Depot,Real Fruit Juice,1L,32,71.08,2274.56
PO09557,2024-09-05,Local Supplier,MDH Red Chilli Powder,100g,32,195.9,6268.8
PO09558,2024-09-05,Local Supplier,Extension Board 4-pin,3m,63,158.14,9962.82
PO09559,2024-09-05,Local Supplier,Surf Excel Detergent,2kg,66,135.9,8969.4
PO09560,2024-09-05,Amul Cooperative Jaipur,Amul Lassi,200ml,40,84.42,3376.8
PO09561,2024-09-05,Amul Cooperative Jaipur,Amul Ghee,500ml,53,481.33,25510.49
PO09562,2024-09-05,Local Supplier,Lifebuoy Soap,75g,50,177.49,8874.5
PO09563,2024-09-05,Local Supplier,All Out Liquid Refill,45ml,21,86.69,1820.49
PO09564,2024-09-05,Local Supplier,Red Label Tea,1kg,79,268.1,21179.9
PO09565,2024-09-05,Britannia Jaipur Hub,Bourbon Biscuits,200g,33,85.11,2808.63
PO09566,2024-09-05,Local Supplier,Reynolds Pen,20 pcs,29,40.25,1167.25
PO09567,2024-09-05,Local Supplier,Harpic Toilet Cleaner,1L,78,156.65,12218.7
PO09568,2024-09-05,Local Supplier,Tata Tea Premium,250g,80,319.99,25599.2
PO09569,2024-09-05,Local Supplier,Saffola Gold Oil,5L,57,250.83,14297.31
PO09570,2024-09-05,Local Supplier,Mother Dairy Paneer,200g,60,226.6,13596.0
PO09571,2024-09-05,Local Supplier,Tang Powder,500g,51,105.5,5380.5
PO09572,2024-09-05,Local Supplier,Tata Tea Premium,1kg,77,128.77,9915.29
PO09573,2024-09-05,Local Supplier,Godrej Hit Cockroach Spray,200ml,63,90.88,5725.44
PO09574,2024-09-05,Local Supplier,Mother Dairy Paneer,500g,85,623.73,53017.05
PO09575,2024-09-05,Local Supplier,Paperboat Drinks,200ml,72,277.56,19984.32
PO09576,2024-09-05,Local Supplier,Paperboat Drinks,250ml,46,226.33,10411.18
PO09577,2024-09-05,Local Supplier,Pantene Shampoo,185ml,58,190.05,11022.9
PO09578,2024-09-05,Britannia Jaipur Hub,Monaco Crackers,160g,80,20.68,1654.4
PO09579,2024-09-05,Local Supplier,Pantene Shampoo,370ml,99,279.42,27662.58
PO09580,2024-09-05,Local Supplier,Colgate Toothpaste,200g,32,114.39,3660.48
PO09581,2024-09-05,ITC Regional Depot,Annapurna Atta,10kg,33,78.27,2582.91
PO09582,2024-09-05,Local Supplier,MDH Red Chilli Powder,500g,88,264.67,23290.96
PO09583,2024-09-05,Local Supplier,Patanjali Kesh Kanti,450ml,76,316.56,24058.56
PO09584,2024-09-05,Local Supplier,Good Knight Mosquito Coil,20 pcs,11,94.19,1036.09
PO09585,2024-09-10,Local Supplier,Handkerchief Pack,12 pcs,54,257.32,13895.28
PO09586,2024-09-10,Local Supplier,MDH Red Chilli Powder,500g,36,262.67,9456.12
PO09587,2024-09-10,Local Supplier,Saffola Gold Oil,5L,70,250.55,17538.5
PO09588,2024-09-10,Local Supplier,Tissue Box,100 sheets,32,23.95,766.4
PO09589,2024-09-10,Local Supplier,Patanjali Kesh Kanti,450ml,61,319.32,19478.52
PO09590,2024-09-10,Local Supplier,Good Knight Mosquito Coil,20 pcs,33,91.27,3011.91
PO09591,2024-09-10,Local Supplier,MDH Haldi Powder,100g,90,367.47,33072.3
PO09592,2024-09-10,Local Supplier,Wheel Detergent Powder,500g,100,70.51,7051.0
PO09593,2024-09-10,Local Supplier,Philips LED Bulb 12W,4 pcs,74,362.9,26854.6
PO09594,2024-09-10,Local Supplier,Bajaj LED Bulb 9W,4 pcs,29,208.79,6054.91
PO09595,2024-09-10,Local Supplier,Head & Shoulders Shampoo,360ml,54,203.66,10997.64
PO09596,2024-09-10,Local Supplier,Rin Bar,200g,49,72.18,3536.82
PO09597,2024-09-10,Local Supplier,Dettol Handwash,500ml,31,163.29,5061.99
PO09598,2024-09-10,Haldiram Distributors,Haldiram Namkeen,200g,58,39.19,2273.02
PO09599,2024-09-10,Nestle C&F Jaipur,Nescafe Classic Coffee,50g,70,328.62,23003.4
PO09600,2024-09-12,Local Supplier,Head & Shoulders Shampoo,180ml,34,326.74,11109.16
PO09601,2024-09-12,Local Supplier,Handkerchief Pack,12 pcs,100,255.9,25590.0
PO09602,2024-09-12,Local Supplier,Everest Sabji Masala,100g,14,254.98,3569.72
PO09603,2024-09-12,Local Supplier,Godrej Hit Cockroach Spray,200ml,22,87.37,1922.14
PO09604,2024-09-12,Local Supplier,Red Label Tea,500g,92,273.79,25188.68
PO09605,2024-09-12,Local Supplier,Candle Pack,12 pcs,38,176.91,6722.58
PO09606,2024-09-12,Local Supplier,Scotch Brite Scrub,1 pc,88,71.66,6306.08
PO09607,2024-09-12,Nestle C&F Jaipur,Nescafe Classic Coffee,50g,29,317.22,9199.38
PO09608,2024-09-12,Local Supplier,Bajaj LED Bulb 9W,4 pcs,95,210.63,20009.85
PO09609,2024-09-12,Local Supplier,Lux Soap,150g,46,85.68,3941.28
PO09610,2024-09-12,Local Supplier,Classmate Notebook,200 pages,79,35.66,2817.14
PO09611,2024-09-12,Local Supplier,Marico Hair Oil,100ml,34,255.98,8703.32
PO09612,2024-09-12,Local Supplier,Rupa Underwear,L,55,168.11,9246.05
PO09613,2024-09-12,Parle Agencies Jaipur,Parle-G Biscuits,200g,50,179.93,8996.5
PO09614,2024-09-12,Amul Cooperative Jaipur,Amul Cheese Slices,400g,90,148.12,13330.8
PO09615,2024-09-12,Local Supplier,MDH Red Chilli Powder,500g,57,265.44,15130.08
PO09616,2024-09-12,Local Supplier,Horlicks,200g,40,135.38,5415.2
PO09617,2024-09-12,Local Supplier,MDH Red Chilli Powder,250g,37,130.31,4821.47
PO09618,2024-09-12,Local Supplier,Pepsodent Toothpaste,70g,93,145.06,13490.58
PO09619,2024-09-12,Local Supplier,Anchor Switchboard,6 switch,60,311.29,18677.4
PO09620,2024-09-12,Britannia Jaipur Hub,Britannia Biscuits,100g,46,34.63,1592.98
PO09621,2024-09-12,Local Supplier,Veet Hair Removal Cream,25g,19,107.4,2040.6
PO09622,2024-09-12,Local Supplier,Vim Dish Wash,500ml,88,61.51,5412.88
PO09623,2024-09-12,Local Supplier,Lizol Floor Cleaner,500ml,25,116.87,2921.75
PO09624,2024-09-12,Local Supplier,Nivea Body Lotion,200ml,51,205.21,10465.71
PO09625,2024-09-12,Local Supplier,Classmate Notebook,100 pages,34,44.17,1501.78
PO09626,2024-09-17,Local Supplier,Jockey Vest,L,99,157.44,15586.56
PO09627,2024-09-17,Local Supplier,Tang Powder,100g,95,150.12,14261.4
PO09628,2024-09-17,Local Supplier,Wheel Detergent Powder,500g,92,70.74,6508.08
PO09629,2024-09-17,Local Supplier,Classmate Notebook,200 pages,24,34.29,822.96
PO09630,2024-09-17,Local Supplier,Everest Sabji Masala,50g,10,238.55,2385.5
PO09631,2024-09-17,Haldiram Distributors,Haldiram Namkeen,400g,44,162.95,7169.8
PO09632,2024-09-17,Parle Agencies Jaipur,Parle-G Biscuits,200g,51,186.9,9531.9
PO09633,2024-09-17,Local Supplier,MDH Garam Masala,100g,43,140.41,6037.63
PO09634,2024-09-17,Local Supplier,Tata Tea Premium,1kg,76,124.48,9460.48
PO09635,2024-09-17,Local Supplier,Horlicks,200g,84,138.21,11609.64
PO09636,2024-09-17,Local Supplier,Fair & Lovely Cream,25g,41,77.03,3158.23
PO09637,2024-09-17,ITC Regional Depot,Annapurna Atta,10kg,53,78.16,4142.48
PO09638,2024-09-17,Britannia Jaipur Hub,Hide & Seek,75g,67,54.44,3647.48
PO09639,2024-09-17,Local Supplier,Lux Soap,75g,80,133.17,10653.6
PO09640,2024-09-17,Britannia Jaipur Hub,Hide & Seek,100g,56,25.59,1433.04
PO09641,2024-09-17,Local Supplier,Reynolds Pen,20 pcs,44,40.51,1782.44
PO09642,2024-09-17,Local Supplier,MDH Red Chilli Powder,100g,44,198.99,8755.56
PO09643,2024-09-17,Local Supplier,Rupa Underwear,S,44,180.09,7923.96
PO09644,2024-09-17,Local Supplier,Parachute Coconut Oil,500ml,69,169.86,11720.34
PO09645,2024-09-17,Amul Cooperative Jaipur,Amul Cheese Slices,200g,70,631.02,44171.4
PO09646,2024-09-17,Local Supplier,Parachute Coconut Oil,1L,67,215.95,14468.65
PO09647,2024-09-17,Local Supplier,Rupa Underwear,XL,13,121.73,1582.49
PO09648,2024-09-17,Local Supplier,Syska LED Strip,5m,27,259.09,6995.43
PO09649,2024-09-17,ITC Regional Depot,Sunfeast Dark Fantasy,75g,68,103.92,7066.56
PO09650,2024-09-17,Local Supplier,Vim Dish Wash,250ml,19,124.3,2361.7
PO09651,2024-09-17,Local Supplier,Tang Powder,50g,13,227.93,2963.09
PO09652,2024-09-17,Local Supplier,Limca Syrup,750ml,97,178.59,17323.23
PO09653,2024-09-17,Local Supplier,Red Label Tea,250g,58,316.09,18333.22
PO09654,2024-09-17,Local Supplier,Red Label Tea,1kg,16,271.72,4347.52
PO09655,2024-09-17,Local Supplier,Scotch Tape,3 rolls,86,117.57,10111.02
PO09656,2024-09-17,Local Supplier,Vim Dish Wash,1L,70,118.02,8261.4
PO09657,2024-09-17,Local Supplier,A4 Paper Ream,500 sheets,24,80.48,1931.52
PO09658,2024-09-17,Local Supplier,Handkerchief Pack,12 pcs,77,260.08,20026.16
PO09659,2024-09-17,Local Supplier,Lux Soap,150g,53,83.35,4417.55
PO09660,2024-09-19,Local Supplier,Horlicks,1kg,56,220.85,12367.6
PO09661,2024-09-19,Local Supplier,All Out Liquid Refill,135ml,24,151.63,3639.12
PO09662,2024-09-19,Local Supplier,Lux Soap,150g,31,83.62,2592.22
PO09663,2024-09-19,Local Supplier,A4 Paper Ream,500 sheets,98,82.5,8085.0
PO09664,2024-09-19,Local Supplier,Lizol Floor Cleaner,1L,21,135.29,2841.09
PO09665,2024-09-19,Britannia Jaipur Hub,Monaco Crackers,80g,76,98.03,7450.28
PO09666,2024-09-19,Local Supplier,Tang Powder,50g,31,224.52,6960.12
PO09667,2024-09-19,Local Supplier,Red Label Tea,250g,93,325.47,30268.71
PO09668,2024-09-19,ITC Regional Depot,Kurkure,100g,42,44.72,1878.24
PO09669,2024-09-19,Local Supplier,Tata Salt,1kg,93,306.93,28544.49
PO09670,2024-09-19,Nestle C&F Jaipur,Nestle Milkmaid,1kg,20,123.3,2466.0
PO09671,2024-09-19,Britannia Jaipur Hub,Hide & Seek,75g,20,55.27,1105.4
PO09672,2024-09-19,Local Supplier,Pantene Shampoo,370ml,24,287.4,6897.6
PO09673,2024-09-19,Local Supplier,Classmate Notebook,100 pages,98,45.57,4465.86
PO09674,2024-09-19,Local Supplier,Bournvita,500g,49,227.78,11161.22
PO09675,2024-09-19,Local Supplier,Harpic Toilet Cleaner,500ml,41,86.23,3535.43
PO09676,2024-09-19,Local Supplier,Tang Powder,100g,81,151.39,12262.59
PO09677,2024-09-19,Local Supplier,Surf Excel Detergent,500g,70,127.39,8917.3
PO09678,2024-09-19,Local Supplier,Odonil Air Freshener,75g,95,147.36,13999.2
PO09679,2024-09-24,Local Supplier,Limca Syrup,750ml,66,171.33,11307.78
PO09680,2024-09-24,Local Supplier,Yakult Probiotic,5 bottles,85,156.91,13337.35
PO09681,2024-09-24,Local Supplier,Colgate Toothpaste,100g,22,47.76,1050.72
PO09682,2024-09-24,Local Supplier,Fair & Lovely Cream,100g,13,127.63,1659.19
PO09683,2024-09-24,Local Supplier,Pepsodent Toothpaste,300g,89,171.35,15250.15
PO09684,2024-09-24,Local Supplier,Odonil Air Freshener,75g,98,144.57,14167.86
PO09685,2024-09-24,Local Supplier,Horlicks,500g,39,214.7,8373.3
PO09686,2024-09-24,Local Supplier,Syska LED Strip,5m,69,263.51,18182.19
PO09687,2024-09-24,Amul Cooperative Jaipur,Amul Cheese Slices,400g,25,141.14,3528.5
PO09688,2024-09-24,Local Supplier,Harpic Toilet Cleaner,500ml,40,85.27,3410.8
PO09689,2024-09-24,Britannia Jaipur Hub,Britannia Cheese Spread,180g,87,167.16,14542.92
PO09690,2024-09-24,Local Supplier,Rupa Underwear,S,88,188.38,16577.44
PO09691,2024-09-24,ITC Regional Depot,Kurkure,73g,98,109.98,10778.04
PO09692,2024-09-24,Local Supplier,Marico Hair Oil,300ml,53,285.13,15111.89
PO09693,2024-09-24,Britannia Jaipur Hub,Britannia Biscuits,100g,43,36.46,1567.78
PO09694,2024-09-24,Local Supplier,Lifebuoy Soap,250g,37,53.35,1973.95
PO09695,2024-09-24,Local Supplier,Bournvita,200g,65,92.34,6002.1
PO09696,2024-09-24,Local Supplier,Jockey Vest,L,58,155.12,8996.96
PO09697,2024-09-24,Local Supplier,Lizol Floor Cleaner,2L,83,23.57,1956.31
PO09698,2024-09-24,Local Supplier,Fair & Lovely Cream,50g,49,41.96,2056.04
PO09699,2024-09-24,Local Supplier,MDH Red Chilli Powder,500g,33,272.95,9007.35
PO09700,2024-09-24,Local Supplier,Scotch Tape,1 roll,15,13.29,199.35
PO09701,2024-09-24,ITC Regional Depot,Fevicol Glue,100ml,31,102.71,3184.01
PO09702,2024-09-24,Local Supplier,Surf Excel Detergent,2kg,25,135.69,3392.25
PO09703,2024-09-24,Local Supplier,Good Knight Mosquito Coil,20 pcs,50,91.65,4582.5
PO09704,2024-09-24,Local Supplier,Fair & Lovely Cream,25g,45,78.57,3535.65
PO09705,2024-09-24,Britannia Jaipur Hub,Britannia Biscuits,200g,73,53.54,3908.42
PO09706,2024-09-24,Local Supplier,Syska LED Strip,1m,17,235.63,4005.71
PO09707,2024-09-24,Britannia Jaipur Hub,Good Day Cookies,75g,94,114.06,10721.64
PO09708,2024-09-24,Local Supplier,Bournvita,500g,13,226.17,2940.21
PO09709,2024-09-24,Local Supplier,Reynolds Pen,20 pcs,52,41.12,2138.24
PO09710,2024-09-24,Local Supplier,Lifebuoy Soap,75g,63,183.22,11542.86
PO09711,2024-09-26,ITC Regional Depot,Fevicol Glue,50ml,72,20.56,1480.32
PO09712,2024-09-26,Local Supplier,Parachute Coconut Oil,500ml,100,168.25,16825.0
PO09713,2024-09-26,Local Supplier,Garbage Bags,50 pcs,91,31.22,2841.02
PO09714,2024-09-26,Britannia Jaipur Hub,Hide & Seek,75g,70,55.69,3898.3
PO09715,2024-09-26,Local Supplier,Handkerchief Pack,6 pcs,65,58.82,3823.3
PO09716,2024-09-26,Local Supplier,MDH Haldi Powder,500g,58,196.43,11392.94
PO09717,2024-09-26,Local Supplier,Reynolds Pen,10 pcs,86,40.64,3495.04
PO09718,2024-09-26,Local Supplier,MDH Red Chilli Powder,500g,50,272.51,13625.5
PO09719,2024-09-26,Local Supplier,Parachute Coconut Oil,200ml,83,305.46,25353.18
PO09720,2024-09-26,Local Supplier,Scotch Brite Scrub,2 pc,42,171.55,7205.1
PO09721,2024-09-26,Local Supplier,Scotch Tape,3 rolls,74,117.61,8703.14
PO09722,2024-09-26,Local Supplier,Fortune Sunflower Oil,1L,50,299.51,14975.5
PO09723,2024-09-26,Britannia Jaipur Hub,Hide & Seek,100g,79,24.88,1965.52
PO09724,2024-09-26,Local Supplier,Surf Excel Detergent,500g,26,127.02,3302.52
PO09725,2024-09-26,Local Supplier,Paperboat Drinks,250ml,11,227.92,2507.12
PO09726,2024-09-26,Local Supplier,Bournvita,200g,66,93.77,6188.82
PO09727,2024-10-01,Local Supplier,Lux Soap,75g,56,128.42,7191.52
PO09728,2024-10-01,ITC Regional Depot,Annapurna Atta,10kg,100,75.62,7562.0
PO09729,2024-10-01,Local Supplier,Rin Bar,200g,95,72.76,6912.2
PO09730,2024-10-01,Local Supplier,Yakult Probiotic,5 bottles,88,151.77,13355.76
PO09731,2024-10-01,Amul Cooperative Jaipur,Amul Cheese Slices,400g,63,143.9,9065.7
PO09732,2024-10-01,Amul Cooperative Jaipur,Amul Butter,500g,95,40.68,3864.6
PO09733,2024-10-01,Local Supplier,Colgate Toothpaste,200g,43,117.43,5049.49
PO09734,2024-10-01,Local Supplier,Tang Powder,50g,37,226.15,8367.55
PO09735,2024-10-01,Local Supplier,Extension Board 4-pin,3m,94,156.05,14668.7
PO09736,2024-10-01,Local Supplier,VIP Socks,2 pairs,29,140.31,4068.99
PO09737,2024-10-01,Local Supplier,Surf Excel Detergent,500g,40,131.15,5246.0
PO09738,2024-10-01,Local Supplier,Tata Salt,1kg,40,301.41,12056.4
PO09739,2024-10-01,Local Supplier,Fortune Sunflower Oil,1L,70,304.9,21343.0
PO09740,2024-10-01,Local Supplier,Colgate Toothpaste,300g,69,166.1,11460.9
PO09741,2024-10-01,Local Supplier,Pepsodent Toothpaste,70g,60,140.08,8404.8
PO09742,2024-10-01,Nestle C&F Jaipur,Nestle Milkmaid,400g,63,560.93,35338.59
PO09743,2024-10-01,Local Supplier,Dettol Handwash,500ml,71,164.14,11653.94
PO09744,2024-10-01,Local Supplier,Patanjali Kesh Kanti,200ml,86,206.81,17785.66
PO09745,2024-10-01,Local Supplier,MDH Haldi Powder,250g,92,367.86,33843.12
PO09746,2024-10-01,Local Supplier,Mother Dairy Paneer,500g,34,620.19,21086.46
PO09747,2024-10-01,Local Supplier,Candle Pack,24 pcs,58,129.1,7487.8
PO09748,2024-10-01,ITC Regional Depot,Fevicol Glue,50ml,87,21.29,1852.23
PO09749,2024-10-01,Local Supplier,Bajaj LED Bulb 9W,4 pcs,26,206.33,5364.58
PO09750,2024-10-01,Local Supplier,Garbage Bags,50 pcs,60,31.73,1903.8
PO09751,2024-10-01,Local Supplier,Veet Hair Removal Cream,50g,21,224.06,4705.26
